,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,SMA5,SMA20,Buy,Sell,Buy_ind,Sell_ind
163,HDFCBANK,EQ,2017-01-06,1186.2,1190.1,1198.4,1188.2,       1194.50,1193.65,1192.99,1381315,1647897004.25,31658,878454,63.6,1185.7000000000003,1239.1750000000002,0,1,0,0
165,HDFCBANK,EQ,2017-01-09,1193.65,1198.85,1204.15,1192.15,       1194.60,1195.2,1197.47,1143449,1369243562.65,32660,609266,53.28,1186.2375000000002,1238.8400000000004,0,1,0,0
166,HDFCBANK,EQ,2017-01-10,1195.2,1196.2,1216.8,1195.3,       1215.80,1214.35,1208.44,1386529,1675530484.05,26856,743091,53.59,1187.6425000000002,1238.7105000000004,0,1,0,0
167,HDFCBANK,EQ,2017-01-11,1214.35,1217.5,1238.1,1215.5,       1230.60,1234.0,1229.29,2335851,2871447931.1,37280,1457613,62.4,1190.5575000000001,1238.7015000000004,0,1,0,0
168,HDFCBANK,EQ,2017-01-12,1234.0,1235.0,1243.7,1225.5,       1235.00,1235.0,1232.72,729079,898753543.6,16117,322314,44.21,1193.4775000000002,1238.5265000000004,0,1,0,0
170,HDFCBANK,EQ,2017-01-13,1235.0,1239.0,1239.7,1228.6,       1234.85,1232.5,1230.97,962603,1184938064.9,26665,641591,66.65,1195.9875000000002,1238.3805000000002,0,1,0,0
172,HDFCBANK,EQ,2017-01-16,1232.5,1233.5,1249.45,1232.8,       1249.40,1247.65,1243.17,941466,1170399194.85,19324,560059,59.49,1199.5325000000003,1238.3540000000003,0,1,0,0
173,HDFCBANK,EQ,2017-01-17,1247.65,1247.0,1252.4,1236.25,       1238.00,1238.5,1240.11,889903,1103576053.25,11938,645873,72.58,1202.3625000000002,1238.2245000000003,0,1,0,0
174,HDFCBANK,EQ,2017-01-18,1238.5,1240.9,1256.0,1240.85,       1245.00,1242.6,1245.98,1153222,1436889550.4,13935,830700,72.03,1205.4925,1238.0325000000003,0,1,0,0
175,HDFCBANK,EQ,2017-01-19,1242.6,1244.9,1244.9,1235.0,       1236.00,1236.3,1238.18,878103,1087253693.5,17737,668532,76.13,1208.6525000000001,1237.8100000000004,0,1,0,0
176,HDFCBANK,EQ,2017-01-20,1236.3,1236.0,1245.0,1230.0,       1236.00,1236.35,1236.63,3485517,4310295273.9,22849,1131929,32.48,1211.1575,1237.6025000000002,0,1,0,0
177,HDFCBANK,EQ,2017-01-23,1236.35,1236.0,1250.0,1235.8,       1247.90,1244.65,1243.28,1198462,1490024964.2,16822,775795,64.73,1214.64,1237.6680000000001,0,1,0,0
178,HDFCBANK,EQ,2017-01-24,1244.65,1250.0,1271.5,1249.25,       1269.80,1267.55,1259.62,2565466,3231523373.65,42319,1317429,51.35,1218.7575000000002,1237.6570000000002,0,1,0,0
179,HDFCBANK,EQ,2017-01-25,1267.55,1272.6,1295.6,1270.1,       1285.00,1290.6,1283.33,3909246,5016854203.8,43213,2729465,69.82,1223.95,1237.6510000000003,0,1,0,0
181,HDFCBANK,EQ,2017-01-27,1290.6,1299.0,1300.0,1288.0,       1292.25,1291.9,1294.12,1713059,2216896148.85,44456,1236374,72.17,1228.285,1237.7330000000004,0,1,0,0
182,HDFCBANK,EQ,2017-01-30,1291.9,1292.95,1292.95,1280.55,       1283.00,1284.95,1284.17,1329907,1707832851.7,29492,921282,69.27,1232.2225,1237.7315000000003,0,1,0,0
183,HDFCBANK,EQ,2017-01-31,1284.95,1282.4,1292.7,1277.0,       1284.00,1286.65,1286.42,1525260,1962118650.65,31674,1119635,73.41,1236.7000000000003,1237.5940000000003,0,1,0,0
184,HDFCBANK,EQ,2017-02-01,1286.65,1286.2,1310.0,1280.5,       1307.05,1305.7,1296.22,2727666,3535647781.2,35707,1732314,63.51,1242.4900000000002,1237.7835000000002,1,0,1,0
185,HDFCBANK,EQ,2017-02-02,1305.7,1305.7,1305.7,1292.6,       1299.90,1298.7,1297.53,1492909,1937096728.05,41213,960795,64.36,1248.15,1237.8765000000003,1,0,0,0
186,HDFCBANK,EQ,2017-02-03,1298.7,1299.0,1316.0,1296.5,       1308.25,1311.05,1307.93,2001276,2617529578.8,34216,1177119,58.82,1254.3925000000002,1238.0830000000003,1,0,0,0
188,HDFCBANK,EQ,2017-02-06,1311.05,1312.3,1320.0,1311.45,       1313.75,1314.1,1315.54,1077555,1417569144.35,27295,663293,61.56,1260.415,1238.4250000000004,1,0,0,0
190,HDFCBANK,EQ,2017-02-07,1314.1,1316.0,1318.0,1302.95,       1307.00,1307.15,1308.36,852980,1116001220.6,10789,548839,64.34,1266.0125,1238.8020000000004,1,0,0,0
192,HDFCBANK,EQ,2017-02-08,1307.15,1307.55,1318.7,1298.15,       1313.40,1305.65,1308.54,1235240,1616364467.85,18441,772127,62.51,1270.5775,1239.0625000000002,1,0,0,0
193,HDFCBANK,EQ,2017-02-09,1305.65,1309.4,1319.9,1292.55,       1299.70,1297.65,1300.43,1116344,1451723533.15,16802,697108,62.45,1273.7600000000002,1239.0605000000003,1,0,0,0
194,HDFCBANK,EQ,2017-02-10,1297.65,1298.35,1308.75,1298.0,       1306.95,1303.6,1303.18,824184,1074061038.1,18728,519927,63.08,1277.19,1239.1950000000004,1,0,0,0
195,HDFCBANK,EQ,2017-02-13,1303.6,1307.55,1315.0,1299.2,       1311.25,1310.2,1308.2,698948,914363830.45,13107,354175,50.67,1281.0750000000003,1239.4125000000004,1,0,0,0
196,HDFCBANK,EQ,2017-02-14,1310.2,1314.0,1314.0,1304.0,       1312.25,1311.1,1310.53,611515,801406581.3,11044,388475,63.53,1284.2475,1239.5935000000004,1,0,0,0
197,HDFCBANK,EQ,2017-02-15,1311.1,1312.0,1324.0,1307.45,       1320.10,1322.2,1319.18,1531735,2020629387.15,30033,860763,56.2,1288.4325000000001,1239.7465000000004,1,0,0,0
198,HDFCBANK,EQ,2017-02-16,1322.2,1323.0,1333.0,1320.25,       1328.25,1327.9,1327.69,1260925,1674116408.45,32225,786097,62.34,1292.6975000000002,1239.8985000000002,1,0,0,0
199,HDFCBANK,EQ,2017-02-17,1327.9,1445.0,1454.0,1360.45,       1375.00,1377.05,1418.39,100564990,142639995863.65,547304,66696831,66.32,1299.7350000000001,1240.7075000000004,1,0,0,0
201,HDFCBANK,EQ,2017-02-20,1377.05,1361.2,1415.45,1359.15,       1411.35,1409.1,1391.53,2641679,3675966278.45,44489,1127250,42.67,1308.3725000000002,1241.8180000000004,1,0,0,0
203,HDFCBANK,EQ,2017-02-21,1409.1,1406.05,1421.8,1397.4,       1412.00,1415.55,1407.76,1565007,2203147449.7,29499,722851,46.19,1316.9175,1243.0210000000004,1,0,0,0
204,HDFCBANK,EQ,2017-02-22,1415.55,1415.0,1418.8,1394.85,       1403.80,1399.15,1406.18,1324194,1862053476.35,32386,682305,51.53,1323.4975000000002,1244.2375000000004,1,0,0,0
206,HDFCBANK,EQ,2017-02-23,1399.15,1403.8,1421.35,1387.05,       1391.00,1394.3,1404.96,8623745,12116054307.25,57150,5792871,67.17,1328.6825000000003,1245.4520000000005,1,0,0,0
208,HDFCBANK,EQ,2017-02-27,1394.3,1390.9,1398.35,1378.6,       1390.00,1393.6,1391.6,1170344,1628652070.8,30054,629694,53.8,1333.7675000000002,1246.5160000000005,1,0,0,0
210,HDFCBANK,EQ,2017-02-28,1393.6,1392.9,1396.25,1384.5,       1390.10,1390.1,1390.32,732002,1017716983.3,19486,419598,57.32,1339.025,1247.5215000000005,1,0,0,0
212,HDFCBANK,EQ,2017-03-01,1390.1,1396.45,1396.5,1386.4,       1393.05,1391.65,1390.47,870434,1210310328.6,21777,527063,60.55,1344.275,1248.5770000000005,1,0,0,0
213,HDFCBANK,EQ,2017-03-02,1391.65,1394.55,1396.0,1376.25,       1377.15,1380.1,1388.39,1150497,1597333534.95,21120,642637,55.86,1347.995,1249.5585000000005,1,0,0,0
214,HDFCBANK,EQ,2017-03-03,1380.1,1384.5,1384.5,1369.0,       1376.95,1377.0,1373.26,623206,855824200.45,14316,362325,58.14,1351.9099999999999,1250.5225000000005,1,0,0,0
215,HDFCBANK,EQ,2017-03-06,1377.0,1376.8,1389.9,1373.1,       1381.85,1380.75,1382.96,919781,1272017924.35,15174,690390,75.06,1355.395,1251.4865000000004,1,0,0,0
216,HDFCBANK,EQ,2017-03-07,1380.75,1382.25,1387.5,1376.2,       1387.00,1386.2,1383.79,778219,1076892207.1,15376,527798,67.82,1359.0,1252.7210000000005,1,0,0,0
217,HDFCBANK,EQ,2017-03-08,1386.2,1387.9,1399.2,1381.05,       1392.80,1392.2,1391.29,945536,1315514113.4,18651,613625,64.9,1363.2525,1254.0250000000003,1,0,0,0
219,HDFCBANK,EQ,2017-03-09,1392.2,1381.65,1398.7,1381.65,       1396.00,1394.2,1391.2,877329,1220543994.7,28876,513578,58.54,1367.6799999999998,1255.5900000000004,1,0,0,0
221,HDFCBANK,EQ,2017-03-10,1394.2,1395.0,1408.0,1393.15,       1407.45,1400.1,1398.73,1465176,2049387073.75,31432,1044220,71.27,1372.8024999999998,1257.0125000000003,1,0,0,0
223,HDFCBANK,EQ,2017-03-14,1400.1,1422.1,1424.15,1406.65,       1406.65,1410.7,1411.99,1788755,2525703810.15,27773,1293709,72.32,1378.1574999999998,1258.5360000000003,1,0,0,0
224,HDFCBANK,EQ,2017-03-15,1410.7,1410.95,1420.0,1410.55,       1418.95,1416.6,1415.42,1067965,1511621072.25,20324,789554,73.93,1383.4774999999997,1260.1470000000002,1,0,0,0
225,HDFCBANK,EQ,2017-03-16,1416.6,1418.1,1422.85,1413.65,       1421.00,1417.35,1417.78,1245027,1765172286.9,25085,865624,69.53,1388.7899999999997,1261.6135000000004,1,0,0,0
226,HDFCBANK,EQ,2017-03-17,1417.35,1418.55,1427.5,1412.85,       1426.50,1425.85,1423.0,847616,1206153849.1,12971,512248,60.43,1393.9724999999996,1263.2365000000004,1,0,0,0
228,HDFCBANK,EQ,2017-03-20,1425.85,1426.65,1439.85,1425.95,       1436.00,1436.1,1436.37,2035586,2923848080.9,16008,1674293,82.25,1399.3824999999995,1265.0945000000004,1,0,0,0
230,HDFCBANK,EQ,2017-03-21,1436.1,1434.0,1445.0,1434.0,       1442.80,1440.95,1441.36,1389320,2002508334.65,25259,1026318,73.87,1402.5774999999996,1267.1110000000003,1,0,0,0
231,HDFCBANK,EQ,2017-03-22,1440.95,1427.7,1437.0,1425.8,       1429.00,1430.9,1430.73,1409136,2016093463.0,28928,909230,64.52,1403.6674999999998,1268.8990000000003,1,0,0,0
232,HDFCBANK,EQ,2017-03-23,1430.9,1434.4,1435.0,1422.9,       1430.00,1430.9,1428.73,1230618,1758221773.05,17085,910367,73.98,1404.435,1270.6175,1,0,0,0
233,HDFCBANK,EQ,2017-03-24,1430.9,1433.0,1434.45,1422.0,       1424.00,1424.35,1427.54,952591,1359861389.7,23104,571937,60.04,1405.6949999999997,1272.3280000000002,1,0,0,0
235,HDFCBANK,EQ,2017-03-27,1424.35,1424.0,1424.0,1404.05,       1411.95,1409.85,1412.28,1466021,2070426432.0,16394,964011,65.76,1406.4724999999996,1273.8285000000003,1,0,0,0
237,HDFCBANK,EQ,2017-03-28,1409.85,1418.3,1424.7,1413.1,       1421.10,1420.2,1421.69,2015350,2865203613.6,21101,1636848,81.22,1407.8024999999998,1275.5690000000002,1,0,0,0
239,HDFCBANK,EQ,2017-03-29,1420.2,1420.8,1434.8,1420.0,       1429.55,1428.6,1428.63,2143943,3062897508.45,37466,1628982,75.98,1409.7274999999997,1277.3055000000004,1,0,0,0
240,HDFCBANK,EQ,2017-03-30,1428.6,1428.0,1479.95,1425.05,       1460.00,1466.2,1462.08,8580273,12545027532.35,56068,5774278,67.3,1413.4549999999997,1279.5305000000003,1,0,0,0
242,HDFCBANK,EQ,2017-03-31,1466.2,1453.8,1454.0,1436.55,       1440.00,1442.55,1442.01,2412848,3479360861.7,38453,1474512,61.11,1416.5774999999999,1281.4615000000003,1,0,0,0
243,HDFCBANK,EQ,2017-04-03,1442.55,1446.0,1450.1,1426.0,       1430.90,1433.2,1433.35,1037263,1486760001.6,18222,575290,55.46,1419.3874999999998,1283.2505000000003,1,0,0,0
244,HDFCBANK,EQ,2017-04-05,1433.2,1435.25,1446.5,1427.55,       1427.55,1432.35,1437.51,1436020,2064295266.45,26605,950922,66.22,1421.9674999999997,1285.0615000000005,1,0,0,0
246,HDFCBANK,EQ,2017-04-06,1432.35,1431.5,1443.0,1425.05,       1435.35,1438.5,1434.76,1531104,2196759338.35,27986,1041786,68.04,1424.5824999999998,1286.6610000000003,1,0,0,0
247,HDFCBANK,EQ,2017-04-07,1438.5,1431.05,1445.0,1428.6,       1440.00,1438.85,1439.23,1162090,1672516779.15,27610,759058,65.32,1426.9149999999995,1288.2915000000003,1,0,0,0
248,HDFCBANK,EQ,2017-04-10,1438.85,1443.0,1443.0,1432.65,       1435.00,1434.15,1436.68,848469,1218980808.25,16093,461930,54.44,1428.9124999999997,1290.0855000000004,1,0,0,0
249,HDFCBANK,EQ,2017-04-11,1434.15,1434.0,1441.2,1431.5,       1436.00,1439.5,1436.05,1089065,1563952789.0,23156,783544,71.95,1430.8824999999997,1292.0370000000003,1,0,0,0
250,HDFCBANK,EQ,2017-04-12,1439.5,1439.0,1449.95,1435.5,       1441.25,1443.7,1443.6,891273,1286645981.95,22330,469695,52.7,1432.5324999999998,1294.1720000000003,1,0,0,0
252,HDFCBANK,EQ,2017-04-13,1443.7,1443.0,1448.9,1437.05,       1440.00,1440.3,1441.73,1201059,1731604795.5,13282,983766,81.91,1433.7174999999997,1296.4610000000002,1,0,0,0
254,HDFCBANK,EQ,2017-04-17,1440.3,1440.3,1443.8,1428.25,       1439.55,1436.8,1433.42,1784264,2557590931.55,29050,1323652,74.18,1434.6899999999998,1298.8420000000003,1,0,0,0
255,HDFCBANK,EQ,2017-04-18,1436.8,1440.0,1455.0,1438.0,       1443.20,1447.3,1448.74,909715,1317941331.8,14523,541319,59.5,1435.7624999999998,1301.3345000000002,1,0,0,0
257,HDFCBANK,EQ,2017-04-19,1447.3,1447.0,1456.75,1438.0,       1453.00,1449.0,1446.58,1084536,1568870622.8,16418,648996,59.84,1436.4074999999998,1303.977,1,0,0,0
258,HDFCBANK,EQ,2017-04-20,1449.0,1453.0,1466.05,1452.95,       1462.30,1462.15,1461.72,1445343,2112688671.3,38616,991155,68.58,1437.4675,1306.9435,1,0,0,0
259,HDFCBANK,EQ,2017-04-21,1462.15,1466.0,1499.0,1453.3,       1498.70,1496.6,1482.06,4314508,6394353241.15,76583,1477591,34.25,1440.7524999999998,1310.0165000000002,1,0,0,0
260,HDFCBANK,EQ,2017-04-24,1496.6,1498.1,1539.0,1497.0,       1532.00,1533.05,1527.25,5051738,7715254332.15,75353,2709081,53.63,1445.8599999999997,1313.5025,1,0,0,0
262,HDFCBANK,EQ,2017-04-25,1533.05,1535.05,1545.5,1529.6,       1539.25,1537.05,1537.68,2264445,3481999951.5,45495,1540233,68.02,1451.4949999999997,1317.0855,1,0,0,0
263,HDFCBANK,EQ,2017-04-26,1537.05,1542.95,1553.0,1468.45,       1552.95,1550.65,1546.13,1948963,3013353454.5,41591,986789,50.63,1458.5349999999999,1320.5959999999998,1,0,0,0
264,HDFCBANK,EQ,2017-04-27,1550.65,1546.1,1573.95,1546.1,       1554.00,1568.6,1565.15,4045105,6331191310.55,41855,2592498,64.09,1465.9549999999997,1324.3094999999998,1,0,0,0
265,HDFCBANK,EQ,2017-04-28,1568.6,1559.9,1559.9,1537.1,       1545.00,1546.5,1544.82,1359432,2100076746.55,25722,886321,65.2,1471.85,1327.8834999999997,1,0,0,0
266,HDFCBANK,EQ,2017-05-02,1546.5,1547.0,1550.9,1530.35,       1542.85,1540.6,1540.81,1001760,1543518049.65,17111,654978,65.38,1475.5699999999997,1331.3259999999998,1,0,0,0
267,HDFCBANK,EQ,2017-05-03,1540.6,1554.25,1554.25,1539.35,       1541.05,1544.3,1543.93,626991,968031267.2,13977,329255,52.51,1480.6574999999998,1334.8244999999995,1,0,0,0
268,HDFCBANK,EQ,2017-05-04,1544.3,1539.25,1542.9,1522.6,       1533.50,1534.8,1529.35,1282757,1961782631.7,28722,768776,59.93,1485.7374999999997,1338.3564999999994,1,0,0,0
270,HDFCBANK,EQ,2017-05-05,1534.8,1542.1,1542.9,1526.3,       1531.00,1532.2,1531.86,689474,1056176850.6,20311,322076,46.71,1490.7299999999998,1341.6834999999994,1,0,0,0
271,HDFCBANK,EQ,2017-05-08,1532.2,1538.0,1540.0,1528.55,       1532.60,1534.8,1533.56,936813,1436656654.5,35872,603334,64.4,1495.5449999999996,1345.0484999999994,1,0,0,0
272,HDFCBANK,EQ,2017-05-09,1534.8,1534.8,1545.6,1532.65,       1533.90,1535.75,1537.87,836459,1286367997.95,25182,595730,71.22,1500.3899999999999,1348.5614999999993,1,0,0,0
273,HDFCBANK,EQ,2017-05-10,1535.75,1540.0,1555.0,1537.05,       1554.00,1551.8,1548.16,585561,906540275.6,11399,308047,52.61,1506.2724999999996,1352.2169999999992,1,0,0,0
274,HDFCBANK,EQ,2017-05-11,1551.8,1551.0,1560.0,1541.0,       1543.00,1546.4,1551.42,968936,1503227834.75,26482,628863,64.9,1511.6174999999998,1355.923999999999,1,0,0,0
275,HDFCBANK,EQ,2017-05-12,1546.4,1545.9,1556.9,1536.2,       1554.00,1551.65,1542.32,1536901,2370390260.75,18358,995615,64.78,1517.0149999999999,1359.674499999999,1,0,0,0
276,HDFCBANK,EQ,2017-05-15,1551.65,1550.0,1557.2,1542.25,       1553.00,1553.4,1550.73,701195,1087367599.8,15104,309282,44.11,1522.6699999999998,1363.385499999999,1,0,0,0
278,HDFCBANK,EQ,2017-05-16,1553.4,1555.0,1562.0,1548.25,       1561.85,1559.65,1555.11,897594,1395856787.25,21073,347734,38.74,1528.8125,1367.214499999999,1,0,0,0
279,HDFCBANK,EQ,2017-05-17,1559.65,1558.8,1565.4,1551.5,       1557.50,1557.15,1557.51,868118,1352102516.9,32732,367931,42.38,1534.305,1370.966999999999,1,0,0,0
281,HDFCBANK,EQ,2017-05-18,1557.15,1549.0,1561.5,1548.1,       1557.50,1557.1,1556.99,776820,1209499656.15,13648,518101,66.7,1539.71,1374.737999999999,1,0,0,0
283,HDFCBANK,EQ,2017-05-19,1557.1,1559.5,1569.9,1545.25,       1568.05,1561.25,1556.93,713534,1110925609.25,18458,296680,41.58,1544.665,1378.6194999999989,1,0,0,0
285,HDFCBANK,EQ,2017-05-22,1561.25,1565.1,1580.0,1563.1,       1579.00,1576.0,1572.46,715013,1124331912.15,24974,413491,57.83,1548.635,1382.516999999999,1,0,0,0
286,HDFCBANK,EQ,2017-05-23,1576.0,1580.0,1583.55,1565.0,       1569.00,1569.1,1575.09,770043,1212889747.95,17873,489628,63.58,1550.4375,1386.457999999999,1,0,0,0
288,HDFCBANK,EQ,2017-05-24,1569.1,1569.05,1575.45,1562.0,       1567.00,1566.75,1566.76,866847,1358143699.6,34901,615909,71.05,1551.9225000000001,1390.2734999999989,1,0,0,0
289,HDFCBANK,EQ,2017-05-25,1566.75,1567.1,1629.4,1567.1,       1613.25,1617.15,1605.26,5022701,8062757340.0,60075,3585041,71.38,1555.2475,1394.5774999999987,1,0,0,0
291,HDFCBANK,EQ,2017-05-26,1617.15,1606.65,1632.0,1601.1,       1623.00,1626.0,1617.56,1360789,2201159155.0,31085,754482,55.44,1558.1175,1398.7854999999988,1,0,0,0
293,HDFCBANK,EQ,2017-05-29,1626.0,1619.8,1648.0,1617.65,       1626.65,1631.9,1634.94,1479085,2418209870.85,48257,924191,62.48,1562.3875,1403.0424999999987,1,0,0,0
295,HDFCBANK,EQ,2017-05-30,1631.9,1630.0,1633.5,1616.15,       1631.40,1629.05,1622.75,1108546,1798890005.0,26377,592343,53.43,1566.8100000000002,1407.3619999999983,1,0,0,0
296,HDFCBANK,EQ,2017-05-31,1629.05,1625.0,1643.0,1623.15,       1640.00,1636.2,1631.48,1329728,2169429926.8,18717,926698,69.69,1571.4050000000002,1411.8249999999985,1,0,0,0
297,HDFCBANK,EQ,2017-06-01,1636.2,1639.0,1639.85,1620.55,       1627.00,1628.6,1630.91,839885,1369779680.1,21114,481729,57.36,1576.0950000000003,1416.2559999999985,1,0,0,0
299,HDFCBANK,EQ,2017-06-02,1628.6,1634.0,1646.1,1626.2,       1631.85,1634.25,1636.04,803386,1314369622.75,17867,390838,48.65,1581.1975000000004,1420.7364999999984,1,0,0,0
301,HDFCBANK,EQ,2017-06-05,1634.25,1633.7,1638.95,1625.0,       1638.50,1635.55,1633.27,724975,1184083532.85,14700,327218,45.14,1586.2350000000004,1425.1554999999985,1,0,0,0
303,HDFCBANK,EQ,2017-06-06,1635.55,1635.0,1643.8,1630.0,       1639.00,1638.95,1638.5,1250658,2049200642.3,14396,921531,73.68,1591.3950000000004,1429.5929999999985,1,0,0,0
304,HDFCBANK,EQ,2017-06-07,1638.95,1640.4,1644.9,1630.35,       1641.30,1640.8,1638.26,638569,1046138986.8,28344,447948,70.15,1595.8450000000007,1433.8574999999983,1,0,0,0
305,HDFCBANK,EQ,2017-06-08,1640.8,1643.9,1659.4,1641.65,       1643.60,1644.75,1648.3,1062192,1750808057.65,25728,582580,54.85,1600.7625000000003,1437.9649999999983,1,0,0,0
306,HDFCBANK,EQ,2017-06-09,1644.75,1640.1,1670.0,1640.1,       1669.90,1666.8,1660.39,1326318,2202209561.65,41645,878389,66.23,1606.5200000000004,1442.282999999998,1,0,0,0
307,HDFCBANK,EQ,2017-06-12,1666.8,1664.0,1676.0,1660.0,       1666.00,1668.75,1666.54,992853,1654628890.15,40006,658975,66.37,1612.2875000000004,1446.645499999998,1,0,0,0
309,HDFCBANK,EQ,2017-06-13,1668.75,1661.75,1691.9,1661.0,       1674.00,1676.7,1680.14,1262905,2121860290.15,37080,831771,65.86,1618.14,1450.9359999999983,1,0,0,0
310,HDFCBANK,EQ,2017-06-14,1676.7,1675.0,1679.95,1667.0,       1672.85,1671.2,1672.03,964590,1612824040.55,27840,714323,74.05,1623.8425,1455.2629999999983,1,0,0,0
311,HDFCBANK,EQ,2017-06-15,1671.2,1668.0,1675.6,1653.6,       1665.00,1664.35,1662.08,881673,1465414452.25,17284,530656,60.19,1629.205,1459.4804999999985,1,0,0,0
313,HDFCBANK,EQ,2017-06-16,1664.35,1665.0,1674.7,1658.1,       1667.00,1669.25,1665.86,938776,1563872404.55,18765,583858,62.19,1634.605,1463.8099999999986,1,0,0,0
315,HDFCBANK,EQ,2017-06-19,1669.25,1671.0,1696.0,1668.4,       1690.70,1692.9,1683.38,956383,1609958237.65,26370,581131,60.76,1640.45,1468.3754999999985,1,0,0,0
316,HDFCBANK,EQ,2017-06-20,1692.9,1690.0,1694.0,1679.85,       1681.55,1686.55,1686.31,915066,1543084685.5,22817,675274,73.8,1646.3225000000002,1472.7944999999984,1,0,0,0
318,HDFCBANK,EQ,2017-06-21,1686.55,1682.6,1701.25,1679.6,       1696.90,1698.7,1692.56,852733,1443298486.5,13383,435777,51.1,1652.92,1477.1059999999986,1,0,0,0
320,HDFCBANK,EQ,2017-06-22,1698.7,1694.95,1716.0,1691.2,       1699.00,1698.0,1705.36,1668865,2846016910.1,47395,870934,52.19,1656.9625,1481.1799999999985,1,0,0,0
322,HDFCBANK,EQ,2017-06-23,1698.0,1702.0,1702.75,1675.2,       1681.10,1678.65,1684.39,1304367,2197062163.5,40032,835308,64.04,1659.595,1485.0474999999985,1,0,0,0
324,HDFCBANK,EQ,2017-06-27,1678.65,1689.0,1695.0,1656.25,       1667.55,1667.65,1673.41,1500108,2510290432.5,41978,966813,64.45,1661.3825000000002,1488.8744999999983,1,0,0,0
326,HDFCBANK,EQ,2017-06-28,1667.65,1665.0,1675.0,1657.8,       1666.50,1666.45,1666.08,1112259,1853114829.75,33276,759351,68.27,1663.2524999999998,1492.6724999999985,1,0,0,0
328,HDFCBANK,EQ,2017-06-29,1666.45,1667.0,1681.9,1651.1,       1655.00,1663.05,1666.21,2296927,3827159036.6,41505,1515335,65.97,1664.595,1496.2459999999983,1,0,0,0
329,HDFCBANK,EQ,2017-06-30,1663.05,1653.8,1660.0,1643.0,       1654.85,1652.05,1654.33,1082608,1790989876.0,20154,686217,63.39,1665.7675000000004,1499.779499999998,1,0,0,0
330,HDFCBANK,EQ,2017-07-03,1652.05,1652.6,1667.5,1647.25,       1660.00,1658.6,1658.07,876083,1452603241.7,29692,555332,63.39,1666.9850000000001,1503.2549999999983,1,0,0,0
331,HDFCBANK,EQ,2017-07-04,1658.6,1660.25,1666.7,1652.0,       1653.00,1653.35,1656.45,941520,1559578817.2,29651,629966,66.91,1667.875,1506.6474999999982,1,0,0,0
332,HDFCBANK,EQ,2017-07-05,1653.35,1653.1,1659.5,1645.0,       1647.15,1648.75,1651.02,1003550,1656877513.35,33969,745305,74.27,1668.3650000000002,1510.0634999999984,1,0,0,0
334,HDFCBANK,EQ,2017-07-06,1648.75,1652.55,1663.0,1651.35,       1658.95,1658.15,1658.74,1142919,1895807617.7,36276,826102,72.28,1669.2325,1513.5884999999982,1,0,0,0
335,HDFCBANK,EQ,2017-07-07,1658.15,1660.85,1669.6,1658.0,       1665.00,1667.2,1663.38,1379349,2294376290.9,34523,989181,71.71,1670.355,1517.2839999999985,1,0,0,0
336,HDFCBANK,EQ,2017-07-10,1667.2,1670.7,1748.0,1661.05,       1674.00,1676.35,1674.39,334769,560535368.7,6377,189620,56.64,1670.8324999999998,1521.0114999999985,1,0,0,0
337,HDFCBANK,EQ,2017-07-11,1676.35,1677.55,1690.8,1667.1,       1676.15,1680.4,1681.6,1102570,1854082214.5,46609,683669,62.01,1671.4149999999997,1524.7134999999982,1,0,0,0
339,HDFCBANK,EQ,2017-07-12,1680.4,1680.0,1685.0,1658.55,       1680.55,1681.25,1675.45,1434723,2403800089.65,39173,807682,56.3,1671.6425,1528.4149999999981,1,0,0,0
341,HDFCBANK,EQ,2017-07-13,1681.25,1688.0,1693.3,1679.65,       1681.05,1683.55,1687.47,1120251,1890389586.05,38013,794284,70.9,1672.2600000000002,1532.028499999998,1,0,0,0
343,HDFCBANK,EQ,2017-07-14,1683.55,1683.9,1686.05,1672.0,       1682.00,1679.95,1677.65,610813,1024730172.4,19545,245408,40.18,1673.0400000000002,1535.5489999999982,1,0,0,0
345,HDFCBANK,EQ,2017-07-17,1679.95,1682.55,1687.65,1677.0,       1685.00,1682.35,1681.96,599835,1008899560.35,15125,382911,63.84,1673.6950000000002,1538.6019999999983,1,0,0,0
346,HDFCBANK,EQ,2017-07-18,1682.35,1679.7,1687.85,1677.35,       1685.00,1683.55,1683.26,580547,977209674.65,20192,275144,47.39,1673.2275000000002,1541.3464999999983,1,0,0,0
347,HDFCBANK,EQ,2017-07-19,1683.55,1685.0,1696.2,1681.85,       1691.40,1692.3,1691.79,996811,1686392425.5,23454,496495,49.81,1673.515,1544.1139999999982,1,0,0,0
348,HDFCBANK,EQ,2017-07-20,1692.3,1693.9,1715.0,1688.15,       1712.00,1710.9,1701.51,924619,1573246423.25,29260,475755,51.45,1674.1250000000005,1547.2314999999983,1,0,0,0
349,HDFCBANK,EQ,2017-07-21,1710.9,1714.1,1715.25,1700.0,       1703.25,1703.05,1708.42,968377,1654392958.35,21353,438841,45.32,1674.3775000000005,1550.3189999999981,1,0,0,0
351,HDFCBANK,EQ,2017-07-24,1703.05,1710.0,1740.0,1695.0,       1736.20,1735.1,1722.12,4919544,8472024384.4,120635,1776089,36.1,1677.2000000000003,1553.733999999998,1,0,0,0
